timestamp,mid_price,book_delta,book_imbalance,spread,bid_depth,ask_depth
2024-04-27 16:41:30.931646,4488000.0,2.4169000000000054,0.03362152311662303,4000,37.1512,34.7343
2024-04-27 16:41:35.931646,4488000.0,2.416800000000002,0.03362017878456546,4000,37.1511,34.7343
2024-04-27 16:41:40.931646,4488000.0,-10.350199999999997,-0.17507578012936748,4000,24.3841,34.7343
2024-04-27 16:41:45.931646,4488000.0,-10.099399999999996,-0.17154960965898663,4000,24.3861,34.485499999999995
2024-04-27 16:41:50.931646,4488500.0,-28.089499999999997,-0.36482191723888924,5000,24.4528,52.5423
2024-04-27 16:41:55.931647,4488500.0,-23.3205,-0.3299256834280977,5000,23.6818,47.0023
2024-04-27 16:42:00.931647,4489000.0,-20.662200000000002,-0.3172133639152182,4000,22.237199999999998,42.8994
2024-04-27 16:42:05.931647,4489000.0,-20.563400000000005,-0.3151759083566049,4000,22.3404,42.903800000000004
2024-04-27 16:42:10.931647,4489000.0,-21.828700000000005,-0.3411859222337365,4000,21.0751,42.903800000000004
2024-04-27 16:42:15.931647,4489000.0,-19.109400000000004,-0.31482646931869485,4000,20.7944,39.903800000000004
2024-04-27 16:42:20.931647,4489000.0,-15.800000000000004,-0.24684568707465995,4000,24.1038,39.903800000000004
2024-04-27 16:42:25.931647,4489000.0,-15.800000000000004,-0.24684568707465995,4000,24.1038,39.903800000000004
2024-04-27 16:42:30.931647,4489000.0,-15.8018,-0.24686686642899325,4000,24.1038,39.9056
2024-04-27 16:42:35.931647,4489000.0,-15.842199999999998,-0.24765433256733727,4000,24.0634,39.9056
2024-04-27 16:42:40.931647,4489000.0,-15.842199999999998,-0.24765433256733727,4000,24.0634,39.9056
2024-04-27 16:42:45.931647,4489000.0,-15.854199999999999,-0.24788842503557076,4000,24.0514,39.9056
2024-04-27 16:42:50.931647,4489000.0,-3.2032000000000025,-0.04170160026245766,4000,36.8046,40.0078
2024-04-27 16:42:55.931647,4489000.0,-3.2028999999999996,-0.041697531788363114,4000,36.8049,40.0078
2024-04-27 16:43:00.931647,4490000.0,-16.784399999999998,-0.22126311015961567,4000,29.5364,46.3208
2024-04-27 16:43:05.931647,4490000.0,-16.660699999999995,-0.22001904286493426,4000,29.5316,46.192299999999996
2024-04-27 16:43:10.931647,4490000.0,-15.349899999999995,-0.19925955446052226,4000,30.8424,46.192299999999996
2024-04-27 16:43:15.931647,4490500.0,-18.999799999999993,-0.2644856118312619,3000,26.4185,45.418299999999995
2024-04-27 16:43:20.931647,4490500.0,-18.999799999999993,-0.2644856118312619,3000,26.4185,45.418299999999995
2024-04-27 16:43:25.931647,4490500.0,-18.999799999999993,-0.2644856118312619,3000,26.4185,45.418299999999995
2024-04-27 16:43:30.931648,4490500.0,-19.261399999999995,-0.2691071767874906,3000,26.1569,45.418299999999995
2024-04-27 16:43:35.931649,4490000.0,-9.784599999999998,-0.11840831421296696,4000,36.4249,46.2095
2024-04-27 16:43:40.931649,4490000.0,-13.784599999999998,-0.16287230724149987,4000,35.4249,49.2095
2024-04-27 16:43:45.931649,4490000.0,-15.0653,-0.17535101513005283,4000,35.4249,50.4902
2024-04-27 16:43:50.931649,4490000.0,-15.065000000000005,-0.1753469110310841,4000,35.4252,50.4902
2024-04-27 16:43:55.931649,4490000.0,-15.062800000000003,-0.17531681518105724,4000,35.4274,50.4902
2024-04-27 16:44:00.931649,4489000.0,-1.2006000000000014,-0.014463108592575477,4000,40.9053,42.1059
